event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines
1721923932,2024,V.Basque Tournament of Footbag Net (Doubles),"July 25, 2024","Ortuella, Bizkaia, Basque Country",net,Bilbao Footbag Club,3,6
1722339396,2024,Czech Footbag champioships 2024,"August 3, 2024","Byst, Czech Republic",net,Hradec Králové Footbag Club,9,14
1727756195,2024,24th Polish Footbag Championships - Krakow 2024,"October 19-20, 2024","Krakow, Poland",freestyle,Maniac Footbag Team,61,80
1728058298,2024,Memorial Jindra Smoly - Refaski Cup 10,"November 30, 2024","U stadionu Miru, Tabor Tabor, Czech Republic",net,SK FOOTBAG TÁBOR,7,12
1728384115,2024,I. Santutxu Tournament of Footbag (Net),"October 8, 2024","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,4,7
1730420667,2024,5ta Copa Bobston de Footbag Net,"November 30-December 1, 2024","MEDELLIN, ANTIOQUIA, Colombia",net,Footbag Medellin,11,16
1733755410,2024,Segunda 'Copa Perpetual Flame',"December 15, 2024","Caracas, Distrito Capital, Venezuela",net,Footbag Net Caracas,8,11
1736265216,2025,Footbag Finnish Open 2024,"January 11, 2025","Mandatum Center Helsinki, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),5,8
1738446800,2025,US Open Footbag Championships,"June 14-15, 2025","West Linn Willamette Park West Linn, Oregon, USA",mixed,,60,83
1739036206,2025,Bulgarian Footbag Open 2025,"May 2-4, 2025","Ayazmo park Stara Zagora, Bulgaria",net,Urban Komba,16,21
1740391168,2025,25th IFPA European Footbag Championships 2025,"June 6-8, 2025","Frankfurt, Hessen, Germany",freestyle,SG Frankfurt Footbag e.V.,60,79
1740419380,2025,Swiss Footbag Open 2025,"October 25-26, 2025","Lausanne, Vaud, Switzerland",net,Les Pieds à Gilles,42,53
1741024635,2025,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,"August 4-9, 2025","Stade Michel Lecointre Beaulieu, Alexandre Millerand, Nantes, France",worlds,Carnabal Footbag,209,258
1742511366,2025,VII.Basque Tournament of Footbag Net (Individual),"April 1-5, 2025","Abanto y Zierbena and Trapagaran, Bizkaia, Basque Country",net,Bilbao Footbag Club,10,13
1745298933,2025,Czech Footbag champioships 2025,"May 3, 2025","Byst, Czech Republic",net,Hradec Králové Footbag Club,8,13
1745686591,2025,Footbag Finnish Open 2024 - Singles Net,"April 26, 2025","Mandatum Center, Kulosaari Helsinki, Uusimaa, Finland",net,Suomen Footbag Liitto ry. (Finnish Footbag Association),7,10
1746737817,2025,Akisphere 2025,"July 4-6, 2025","Parc Lalancette Montreal, QC, CA",net,Aki Québec,22,29
1749326277,2025,Footbag Finnish Open,"November 29-30, 2025","Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),29,48
1750356087,2025,43rd Annual East Coast Footbag Championships,"August 23-24, 2025","McCarren Park Brooklyn, New York, USA",mixed,New York Footbag Association,28,43
1751568193,2025,25th Polish Footbag Championships - Jaworzno 2025,"September 13-14, 2025","Via Sport Activ Jaworzno, Poland",mixed,Jaworzno Footbag Club,75,102
1752525121,2025,VI. Basque Tournament of Footbag Net (Doubles),"July 15, 2025","Ugasko futsal court (Deusto, Bilbao) BIlbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,3,6
1753997172,2025,RNH Contest 2025,"September 27-28, 2025","Paris, France",net,Rien N'est Hacky - RNH Footbag,22,27
1756448770,2025,Bulgarian Footbag Championships 2025,"September 20-21, 2025","Ayazmo park Stara Zagora, Bulgaria",net,Urban Komba,16,23
1759558836,2025,Memorial Jindry Smoly-Refaski cup 11,"November 29, 2025","Tabor, Czech Republic",net,SK FOOTBAG TÁBOR,4,7
1760495074,2025,6a Copa Bobston de Footbag,"November 29-30, 2025","Unidad deportiva Atanasio Girardot Medellin, Antioquia, Colombia",net,Footbag Medellin,8,13
1765581778,2025,II.Bilbao Tournament of Footbag (Individual),"December 13, 2025","Bilbao, Bizkaia, Basque Country",net,Bilbao Footbag Club,5,8
1764237004,2026,Swiss Footbag Open 2026,"October 10-11, 2026","Centre Omnisports des Bergières Lausanne, Vaud, Switzerland",social,Les Pieds à Gilles,0,0
1766004796,2026,German Footbag Open,"February 7-8, 2026","Berlin, Germany",social,FC Footstar Berlin e.V.,0,0
1768520954,2026,US Open Footbag Tournament,"June 13-14, 2026","West Linn Willamette Park Portland, Oregon, USA",social,,0,0
1768623808,2026,San Francisco Net Jam,"February 14-15, 2026","Golden Gate Park- Robin Williams Meadow San Francisco, California, USA",mixed,North Bay Flyers,0,0
1768955907,2026,45th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2026,"August 10-15, 2026","Tsukuba Capio Tsukuba, Ibaraki, Japan",worlds,team Twist,0,0
